REF_AREA_LABEL,TIME_PERIOD,GDP_Growth,Employment_Thousands,Sector
South Africa,2016,0.6645523078581164,3239.1496412848765,Sector: Trade services
South Africa,2016,0.6645523078581164,956.877108195538,Sector: Transport services
South Africa,2016,0.6645523078581164,2367.06548118925,Sector: Finance and business services
South Africa,2016,0.6645523078581164,4981.6810499565,Sector: Other services
South Africa,2012,2.396232384657452,14709.78515625,Sector: Total
South Africa,2012,2.396232384657452,711.722,Sector: Agriculture
South Africa,2012,2.396232384657452,380.098,Sector: Mining
South Africa,2012,2.396232384657452,1855.292,Sector: Manufacturing
South Africa,2012,2.396232384657452,103.555,Sector: Utilities
South Africa,2012,2.396232384657452,1109.862,Sector: Construction
South Africa,2012,2.396232384657452,3208.6640625,Sector: Trade services
South Africa,2012,2.396232384657452,876.508,Sector: Transport services
South Africa,2012,2.396232384657452,1939.0789794921875,Sector: Finance and business services
South Africa,2012,2.396232384657452,4525.0048828125,Sector: Other services
South Africa,2004,4.554559907217737,12190.306640625,Sector: Total
South Africa,2004,4.554559907217737,1104.793,Sector: Agriculture
South Africa,2004,4.554559907217737,570.859,Sector: Mining
South Africa,2004,4.554559907217737,1964.137,Sector: Manufacturing
South Africa,2004,4.554559907217737,121.716,Sector: Utilities
South Africa,2004,4.554559907217737,862.718,Sector: Construction
South Africa,2004,4.554559907217737,2924.472900390625,Sector: Trade services
South Africa,2004,4.554559907217737,682.306,Sector: Transport services
South Africa,2004,4.554559907217737,1318.0670166015625,Sector: Finance and business services
South Africa,2004,4.554559907217737,2641.238037109375,Sector: Other services
South Africa,1999,2.3999999974633823,11584.673828125,Sector: Total
South Africa,1999,2.3999999974633823,1164.069,Sector: Agriculture
South Africa,1999,2.3999999974633823,609.504,Sector: Mining
South Africa,1999,2.3999999974633823,1751.053,Sector: Manufacturing
South Africa,1999,2.3999999974633823,103.494,Sector: Utilities
South Africa,1999,2.3999999974633823,699.75,Sector: Construction
South Africa,1999,2.3999999974633823,2814.589111328125,Sector: Trade services
South Africa,1999,2.3999999974633823,645.595,Sector: Transport services
South Africa,1999,2.3999999974633823,1009.198974609375,Sector: Finance and business services
South Africa,1999,2.3999999974633823,2787.4208984375,Sector: Other services
South Africa,2015,1.3218622367822943,16130.1015625,Sector: Total
South Africa,2015,1.3218622367822943,831.181632753459,Sector: Agriculture
South Africa,2015,1.3218622367822943,487.8100336861896,Sector: Mining
South Africa,2015,1.3218622367822943,1781.5890224265806,Sector: Manufacturing
